,Unnamed: 0,back_color_b,back_color_g,back_color_r,distractor_color_b,distractor_color_g,distractor_color_r,image_file_name,item_radius,num_item,target_color_b,target_color_g,target_color_r,target_x,target_y,iou_conv1_poolsize8,iou_conv2_poolsize8,iou_conv3_poolsize8,iou_conv4_poolsize8,iou_conv5_poolsize8
10,10,0.0,0.0,0.0,255.0,255.0,255.0,0010.png,20.0,7.0,0.0,255.0,0.0,330.0,570.0,0.0,0.0,0.0,0.0,0.0
11,11,0.0,0.0,0.0,255.0,255.0,255.0,0011.png,20.0,8.0,0.0,255.0,0.0,270.0,90.0,0.0,0.0,0.0,0.0,0.0
12,12,0.0,0.0,0.0,255.0,255.0,255.0,0012.png,20.0,3.0,255.0,0.0,0.0,270.0,150.0,0.3877711892127991,0.0,0.0,0.0,0.0
13,13,0.0,0.0,0.0,255.0,255.0,255.0,0013.png,20.0,4.0,255.0,0.0,0.0,390.0,510.0,0.0,0.0,0.0,0.0,0.0
14,14,0.0,0.0,0.0,255.0,255.0,255.0,0014.png,20.0,5.0,255.0,0.0,0.0,210.0,330.0,0.36943477392196655,0.0,0.0,0.0,0.0
15,15,0.0,0.0,0.0,255.0,255.0,255.0,0015.png,20.0,6.0,255.0,0.0,0.0,30.0,330.0,0.3972218334674835,0.3972218334674835,0.0,0.0,0.0
16,16,0.0,0.0,0.0,255.0,255.0,255.0,0016.png,20.0,7.0,255.0,0.0,0.0,330.0,390.0,0.1692391335964203,0.0,0.0,0.0,0.0
17,17,0.0,0.0,0.0,255.0,255.0,255.0,0017.png,20.0,8.0,255.0,0.0,0.0,450.0,90.0,0.0,0.0,0.0,0.0,0.0
18,18,0.0,0.0,0.0,0.0,0.0,255.0,0018.png,20.0,3.0,255.0,255.0,255.0,390.0,30.0,0.0,0.34504687786102295,0.34504687786102295,0.0,0.0
19,19,0.0,0.0,0.0,0.0,0.0,255.0,0019.png,20.0,4.0,255.0,255.0,255.0,210.0,570.0,0.0,0.45611950755119324,0.45611950755119324,0.0,0.0
20,20,0.0,0.0,0.0,0.0,0.0,255.0,0020.png,20.0,5.0,255.0,255.0,255.0,390.0,90.0,0.0,0.0,0.0,0.0,0.0
21,21,0.0,0.0,0.0,0.0,0.0,255.0,0021.png,20.0,6.0,255.0,255.0,255.0,570.0,270.0,0.0,0.0,0.0,0.0,0.0
22,22,0.0,0.0,0.0,0.0,0.0,255.0,0022.png,20.0,7.0,255.0,255.0,255.0,90.0,30.0,0.0,0.22908258438110352,0.0,0.0,0.0
23,23,0.0,0.0,0.0,0.0,0.0,255.0,0023.png,20.0,8.0,255.0,255.0,255.0,30.0,270.0,0.0,0.0,0.0,0.0,0.0
24,24,0.0,0.0,0.0,0.0,0.0,255.0,0024.png,20.0,3.0,0.0,255.0,0.0,30.0,570.0,0.20813407003879547,0.20813407003879547,0.20813407003879547,0.0,0.0
25,25,0.0,0.0,0.0,0.0,0.0,255.0,0025.png,20.0,4.0,0.0,255.0,0.0,150.0,330.0,0.27059057354927063,0.0,0.0,0.0,0.0
26,26,0.0,0.0,0.0,0.0,0.0,255.0,0026.png,20.0,5.0,0.0,255.0,0.0,30.0,390.0,0.0,0.0,0.0,0.0,0.0
27,27,0.0,0.0,0.0,0.0,0.0,255.0,0027.png,20.0,6.0,0.0,255.0,0.0,390.0,390.0,0.0,0.0,0.0,0.0,0.0
28,28,0.0,0.0,0.0,0.0,0.0,255.0,0028.png,20.0,7.0,0.0,255.0,0.0,330.0,30.0,0.4167984127998352,0.4167984127998352,0.4167984127998352,0.0,0.0
29,29,0.0,0.0,0.0,0.0,0.0,255.0,0029.png,20.0,8.0,0.0,255.0,0.0,90.0,510.0,0.0,0.0,0.0,0.0,0.0
30,30,0.0,0.0,0.0,0.0,0.0,255.0,0030.png,20.0,3.0,255.0,0.0,0.0,270.0,390.0,0.38302066922187805,0.0,0.0,0.0,0.0
31,31,0.0,0.0,0.0,0.0,0.0,255.0,0031.png,20.0,4.0,255.0,0.0,0.0,30.0,330.0,0.3972218334674835,0.0,0.0,0.0,0.0
32,32,0.0,0.0,0.0,0.0,0.0,255.0,0032.png,20.0,5.0,255.0,0.0,0.0,330.0,510.0,0.0,0.0,0.0,0.0,0.0
33,33,0.0,0.0,0.0,0.0,0.0,255.0,0033.png,20.0,6.0,255.0,0.0,0.0,510.0,390.0,0.0,0.0,0.0,0.0,0.0
34,34,0.0,0.0,0.0,0.0,0.0,255.0,0034.png,20.0,7.0,255.0,0.0,0.0,150.0,210.0,0.5171085596084595,0.5171085596084595,0.0,0.0,0.0
35,35,0.0,0.0,0.0,0.0,0.0,255.0,0035.png,20.0,8.0,255.0,0.0,0.0,510.0,150.0,0.0,0.0,0.0,0.0,0.0
36,36,0.0,0.0,0.0,0.0,255.0,0.0,0036.png,20.0,3.0,255.0,255.0,255.0,210.0,390.0,0.0,0.0,0.0,0.0,0.0
37,37,0.0,0.0,0.0,0.0,255.0,0.0,0037.png,20.0,4.0,255.0,255.0,255.0,150.0,210.0,0.0,0.0,0.0,0.0,0.0
38,38,0.0,0.0,0.0,0.0,255.0,0.0,0038.png,20.0,5.0,255.0,255.0,255.0,570.0,210.0,0.0,0.0,0.0,0.0,0.0
39,39,0.0,0.0,0.0,0.0,255.0,0.0,0039.png,20.0,6.0,255.0,255.0,255.0,270.0,210.0,0.0,0.0,0.0,0.0,0.0
40,40,0.0,0.0,0.0,0.0,255.0,0.0,0040.png,20.0,7.0,255.0,255.0,255.0,90.0,510.0,0.0,0.0,0.0,0.0,0.0
41,41,0.0,0.0,0.0,0.0,255.0,0.0,0041.png,20.0,8.0,255.0,255.0,255.0,330.0,510.0,0.0,0.0,0.0,0.0,0.0
42,42,0.0,0.0,0.0,0.0,255.0,0.0,0042.png,20.0,3.0,0.0,0.0,255.0,150.0,90.0,0.0,0.0,0.0,0.0,0.0
43,43,0.0,0.0,0.0,0.0,255.0,0.0,0043.png,20.0,4.0,0.0,0.0,255.0,270.0,510.0,0.0,0.0,0.0,0.0,0.0
44,44,0.0,0.0,0.0,0.0,255.0,0.0,0044.png,20.0,5.0,0.0,0.0,255.0,150.0,570.0,0.18875226378440857,0.18875226378440857,0.0,0.0,0.0
45,45,0.0,0.0,0.0,0.0,255.0,0.0,0045.png,20.0,6.0,0.0,0.0,255.0,510.0,450.0,0.0,0.0,0.0,0.0,0.0
46,46,0.0,0.0,0.0,0.0,255.0,0.0,0046.png,20.0,7.0,0.0,0.0,255.0,450.0,210.0,0.0,0.0,0.0,0.0,0.0
47,47,0.0,0.0,0.0,0.0,255.0,0.0,0047.png,20.0,8.0,0.0,0.0,255.0,270.0,570.0,0.0,0.0,0.0,0.0,0.0
48,48,0.0,0.0,0.0,0.0,255.0,0.0,0048.png,20.0,3.0,255.0,0.0,0.0,330.0,390.0,0.3979854881763458,0.0,0.0,0.0,0.0
49,49,0.0,0.0,0.0,0.0,255.0,0.0,0049.png,20.0,4.0,255.0,0.0,0.0,390.0,330.0,0.35645565390586853,0.0,0.0,0.0,0.0
50,50,0.0,0.0,0.0,0.0,255.0,0.0,0050.png,20.0,5.0,255.0,0.0,0.0,210.0,90.0,0.0,0.0,0.0,0.0,0.0
51,51,0.0,0.0,0.0,0.0,255.0,0.0,0051.png,20.0,6.0,255.0,0.0,0.0,30.0,510.0,0.3661060929298401,0.3661060929298401,0.3661060929298401,0.0,0.0
52,52,0.0,0.0,0.0,0.0,255.0,0.0,0052.png,20.0,7.0,255.0,0.0,0.0,390.0,330.0,0.39603391289711,0.39603391289711,0.0,0.0,0.0
53,53,0.0,0.0,0.0,0.0,255.0,0.0,0053.png,20.0,8.0,255.0,0.0,0.0,210.0,570.0,0.0,0.0,0.0,0.0,0.0
54,54,0.0,0.0,0.0,255.0,0.0,0.0,0054.png,20.0,3.0,255.0,255.0,255.0,330.0,570.0,0.0,0.4350215792655945,0.4350215792655945,0.0,0.0
55,55,0.0,0.0,0.0,255.0,0.0,0.0,0055.png,20.0,4.0,255.0,255.0,255.0,150.0,390.0,0.0,0.0,0.0,0.0,0.0
56,56,0.0,0.0,0.0,255.0,0.0,0.0,0056.png,20.0,5.0,255.0,255.0,255.0,330.0,270.0,0.0,0.0,0.0,0.0,0.0
57,57,0.0,0.0,0.0,255.0,0.0,0.0,0057.png,20.0,6.0,255.0,255.0,255.0,90.0,270.0,0.0,0.0,0.0,0.0,0.0
58,58,0.0,0.0,0.0,255.0,0.0,0.0,0058.png,20.0,7.0,255.0,255.0,255.0,510.0,450.0,0.0,0.0,0.0,0.0,0.0
59,59,0.0,0.0,0.0,255.0,0.0,0.0,0059.png,20.0,8.0,255.0,255.0,255.0,510.0,90.0,0.0,0.0,0.0,0.0,0.0
60,60,0.0,0.0,0.0,255.0,0.0,0.0,0060.png,20.0,3.0,0.0,0.0,255.0,390.0,570.0,0.3932303190231323,0.3932303190231323,0.3932303190231323,0.0,0.0
61,61,0.0,0.0,0.0,255.0,0.0,0.0,0061.png,20.0,4.0,0.0,0.0,255.0,570.0,390.0,0.0,0.0,0.0,0.0,0.0
62,62,0.0,0.0,0.0,255.0,0.0,0.0,0062.png,20.0,5.0,0.0,0.0,255.0,570.0,570.0,0.0,0.0,0.0,0.0,0.0
63,63,0.0,0.0,0.0,255.0,0.0,0.0,0063.png,20.0,6.0,0.0,0.0,255.0,450.0,510.0,0.0,0.0,0.0,0.0,0.0
64,64,0.0,0.0,0.0,255.0,0.0,0.0,0064.png,20.0,7.0,0.0,0.0,255.0,150.0,270.0,0.0,0.0,0.0,0.0,0.0
65,65,0.0,0.0,0.0,255.0,0.0,0.0,0065.png,20.0,8.0,0.0,0.0,255.0,270.0,390.0,0.0,0.0,0.0,0.0,0.0
66,66,0.0,0.0,0.0,255.0,0.0,0.0,0066.png,20.0,3.0,0.0,255.0,0.0,150.0,330.0,0.0,0.0,0.0,0.0,0.0
67,67,0.0,0.0,0.0,255.0,0.0,0.0,0067.png,20.0,4.0,0.0,255.0,0.0,30.0,570.0,0.0,0.2052898406982422,0.0,0.0,0.0
68,68,0.0,0.0,0.0,255.0,0.0,0.0,0068.png,20.0,5.0,0.0,255.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0
69,69,0.0,0.0,0.0,255.0,0.0,0.0,0069.png,20.0,6.0,0.0,255.0,0.0,270.0,150.0,0.0,0.0,0.0,0.0,0.0
70,70,0.0,0.0,0.0,255.0,0.0,0.0,0070.png,20.0,7.0,0.0,255.0,0.0,90.0,150.0,0.0,0.0,0.0,0.0,0.0
71,71,0.0,0.0,0.0,255.0,0.0,0.0,0071.png,20.0,8.0,0.0,255.0,0.0,270.0,450.0,0.35303473472595215,0.0,0.0,0.0,0.0
72,72,255.0,255.0,255.0,0.0,0.0,0.0,0072.png,20.0,3.0,0.0,0.0,255.0,570.0,510.0,0.3043518364429474,0.0,0.0,0.0,0.0
73,73,255.0,255.0,255.0,0.0,0.0,0.0,0073.png,20.0,4.0,0.0,0.0,255.0,150.0,570.0,0.35017892718315125,0.35017892718315125,0.35017892718315125,0.35017892718315125,0.0
74,74,255.0,255.0,255.0,0.0,0.0,0.0,0074.png,20.0,5.0,0.0,0.0,255.0,450.0,570.0,0.33211949467658997,0.33211949467658997,0.33211949467658997,0.0,0.0
75,75,255.0,255.0,255.0,0.0,0.0,0.0,0075.png,20.0,6.0,0.0,0.0,255.0,210.0,390.0,0.0,0.0,0.0,0.0,0.0
76,76,255.0,255.0,255.0,0.0,0.0,0.0,0076.png,20.0,7.0,0.0,0.0,255.0,210.0,270.0,0.0,0.0,0.0,0.0,0.0
77,77,255.0,255.0,255.0,0.0,0.0,0.0,0077.png,20.0,8.0,0.0,0.0,255.0,330.0,390.0,0.0,0.0,0.0,0.0,0.0
78,78,255.0,255.0,255.0,0.0,0.0,0.0,0078.png,20.0,3.0,0.0,255.0,0.0,570.0,30.0,0.15546298027038574,0.0,0.0,0.0,0.0
79,79,255.0,255.0,255.0,0.0,0.0,0.0,0079.png,20.0,4.0,0.0,255.0,0.0,450.0,570.0,0.3473478853702545,0.0,0.3473478853702545,0.3473478853702545,0.0
80,80,255.0,255.0,255.0,0.0,0.0,0.0,0080.png,20.0,5.0,0.0,255.0,0.0,570.0,30.0,0.29609501361846924,0.0,0.29609501361846924,0.0,0.0
81,81,255.0,255.0,255.0,0.0,0.0,0.0,0081.png,20.0,6.0,0.0,255.0,0.0,30.0,330.0,0.0,0.0,0.0,0.0,0.0
82,82,255.0,255.0,255.0,0.0,0.0,0.0,0082.png,20.0,7.0,0.0,255.0,0.0,450.0,450.0,0.545230507850647,0.0,0.545230507850647,0.0,0.0
83,83,255.0,255.0,255.0,0.0,0.0,0.0,0083.png,20.0,8.0,0.0,255.0,0.0,570.0,330.0,0.2832178473472595,0.0,0.2832178473472595,0.2832178473472595,0.0
84,84,255.0,255.0,255.0,0.0,0.0,0.0,0084.png,20.0,3.0,255.0,0.0,0.0,330.0,270.0,0.5141121745109558,0.5141121745109558,0.5141121745109558,0.0,0.0
85,85,255.0,255.0,255.0,0.0,0.0,0.0,0085.png,20.0,4.0,255.0,0.0,0.0,570.0,210.0,0.2970805764198303,0.0,0.2970805764198303,0.0,0.0
86,86,255.0,255.0,255.0,0.0,0.0,0.0,0086.png,20.0,5.0,255.0,0.0,0.0,450.0,270.0,0.0,0.0,0.0,0.0,0.0
87,87,255.0,255.0,255.0,0.0,0.0,0.0,0087.png,20.0,6.0,255.0,0.0,0.0,270.0,210.0,0.0,0.0,0.0,0.0,0.0
88,88,255.0,255.0,255.0,0.0,0.0,0.0,0088.png,20.0,7.0,255.0,0.0,0.0,30.0,330.0,0.0,0.0,0.0,0.0,0.0
89,89,255.0,255.0,255.0,0.0,0.0,0.0,0089.png,20.0,8.0,255.0,0.0,0.0,90.0,390.0,0.0,0.0,0.0,0.0,0.0
90,90,255.0,255.0,255.0,0.0,0.0,255.0,0090.png,20.0,3.0,0.0,0.0,0.0,210.0,270.0,0.603126049041748,0.603126049041748,0.603126049041748,0.603126049041748,0.603126049041748
91,91,255.0,255.0,255.0,0.0,0.0,255.0,0091.png,20.0,4.0,0.0,0.0,0.0,270.0,210.0,0.0,0.0,0.0,0.0,0.6202875375747681
92,92,255.0,255.0,255.0,0.0,0.0,255.0,0092.png,20.0,5.0,0.0,0.0,0.0,150.0,90.0,0.0,0.0,0.0,0.0,0.41794657707214355
93,93,255.0,255.0,255.0,0.0,0.0,255.0,0093.png,20.0,6.0,0.0,0.0,0.0,270.0,90.0,0.0,0.584661602973938,0.0,0.584661602973938,0.584661602973938
94,94,255.0,255.0,255.0,0.0,0.0,255.0,0094.png,20.0,7.0,0.0,0.0,0.0,90.0,450.0,0.0,0.0,0.0,0.0,0.4752597510814667
95,95,255.0,255.0,255.0,0.0,0.0,255.0,0095.png,20.0,8.0,0.0,0.0,0.0,210.0,390.0,0.0,0.6224632859230042,0.0,0.0,0.6224632859230042
96,96,255.0,255.0,255.0,0.0,0.0,255.0,0096.png,20.0,3.0,0.0,255.0,0.0,90.0,450.0,0.32634100317955017,0.0,0.0,0.0,0.0
97,97,255.0,255.0,255.0,0.0,0.0,255.0,0097.png,20.0,4.0,0.0,255.0,0.0,210.0,30.0,0.26783353090286255,0.26783353090286255,0.26783353090286255,0.26783353090286255,0.26783353090286255
98,98,255.0,255.0,255.0,0.0,0.0,255.0,0098.png,20.0,5.0,0.0,255.0,0.0,390.0,150.0,0.47808343172073364,0.47808343172073364,0.47808343172073364,0.0,0.47808343172073364
99,99,255.0,255.0,255.0,0.0,0.0,255.0,0099.png,20.0,6.0,0.0,255.0,0.0,450.0,390.0,0.42695242166519165,0.0,0.42695242166519165,0.42695242166519165,0.42695242166519165
100,100,255.0,255.0,255.0,0.0,0.0,255.0,0100.png,20.0,7.0,0.0,255.0,0.0,210.0,510.0,0.46638572216033936,0.0,0.0,0.0,0.0
101,101,255.0,255.0,255.0,0.0,0.0,255.0,0101.png,20.0,8.0,0.0,255.0,0.0,210.0,90.0,0.0,0.0,0.0,0.0,0.0
102,102,255.0,255.0,255.0,0.0,0.0,255.0,0102.png,20.0,3.0,255.0,0.0,0.0,90.0,390.0,0.0,0.0,0.0,0.0,0.0
103,103,255.0,255.0,255.0,0.0,0.0,255.0,0103.png,20.0,4.0,255.0,0.0,0.0,330.0,330.0,0.0,0.0,0.0,0.0,0.0
104,104,255.0,255.0,255.0,0.0,0.0,255.0,0104.png,20.0,5.0,255.0,0.0,0.0,30.0,570.0,0.6368440389633179,0.6368440389633179,0.6368440389633179,0.6368440389633179,0.0
105,105,255.0,255.0,255.0,0.0,0.0,255.0,0105.png,20.0,6.0,255.0,0.0,0.0,510.0,270.0,0.0,0.0,0.0,0.0,0.0
106,106,255.0,255.0,255.0,0.0,0.0,255.0,0106.png,20.0,7.0,255.0,0.0,0.0,30.0,330.0,0.0,0.0,0.0,0.0,0.0
107,107,255.0,255.0,255.0,0.0,0.0,255.0,0107.png,20.0,8.0,255.0,0.0,0.0,90.0,330.0,0.0,0.0,0.0,0.0,0.0
108,108,255.0,255.0,255.0,0.0,255.0,0.0,0108.png,20.0,3.0,0.0,0.0,0.0,510.0,210.0,0.0,0.0,0.0,0.0,0.3098706007003784
109,109,255.0,255.0,255.0,0.0,255.0,0.0,0109.png,20.0,4.0,0.0,0.0,0.0,570.0,450.0,0.0,0.0,0.4028705060482025,0.4028705060482025,0.4028705060482025
110,110,255.0,255.0,255.0,0.0,255.0,0.0,0110.png,20.0,5.0,0.0,0.0,0.0,570.0,510.0,0.0,0.0,0.0,0.0,0.4156312644481659
111,111,255.0,255.0,255.0,0.0,255.0,0.0,0111.png,20.0,6.0,0.0,0.0,0.0,30.0,150.0,0.0,0.0,0.0,0.0,0.0
112,112,255.0,255.0,255.0,0.0,255.0,0.0,0112.png,20.0,7.0,0.0,0.0,0.0,510.0,30.0,0.0,0.0,0.0,0.5697245001792908,0.5697245001792908
113,113,255.0,255.0,255.0,0.0,255.0,0.0,0113.png,20.0,8.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.06794391572475433
114,114,255.0,255.0,255.0,0.0,255.0,0.0,0114.png,20.0,3.0,0.0,0.0,255.0,150.0,390.0,0.0,0.0,0.0,0.0,0.0
115,115,255.0,255.0,255.0,0.0,255.0,0.0,0115.png,20.0,4.0,0.0,0.0,255.0,270.0,150.0,0.0,0.0,0.0,0.0,0.0
116,116,255.0,255.0,255.0,0.0,255.0,0.0,0116.png,20.0,5.0,0.0,0.0,255.0,330.0,570.0,0.0,0.3022964298725128,0.3022964298725128,0.0,0.0
117,117,255.0,255.0,255.0,0.0,255.0,0.0,0117.png,20.0,6.0,0.0,0.0,255.0,570.0,210.0,0.0,0.0,0.0,0.29958614706993103,0.0
118,118,255.0,255.0,255.0,0.0,255.0,0.0,0118.png,20.0,7.0,0.0,0.0,255.0,570.0,510.0,0.0,0.0,0.0,0.0,0.0
119,119,255.0,255.0,255.0,0.0,255.0,0.0,0119.png,20.0,8.0,0.0,0.0,255.0,570.0,270.0,0.0,0.0,0.0,0.0,0.0
120,120,255.0,255.0,255.0,0.0,255.0,0.0,0120.png,20.0,3.0,255.0,0.0,0.0,450.0,150.0,0.0,0.0,0.0,0.0,0.0
121,121,255.0,255.0,255.0,0.0,255.0,0.0,0121.png,20.0,4.0,255.0,0.0,0.0,570.0,270.0,0.3286709189414978,0.3286709189414978,0.3286709189414978,0.3286709189414978,0.0
122,122,255.0,255.0,255.0,0.0,255.0,0.0,0122.png,20.0,5.0,255.0,0.0,0.0,90.0,510.0,0.0,0.0,0.0,0.0,0.0
123,123,255.0,255.0,255.0,0.0,255.0,0.0,0123.png,20.0,6.0,255.0,0.0,0.0,270.0,510.0,0.47146886587142944,0.0,0.0,0.0,0.0
124,124,255.0,255.0,255.0,0.0,255.0,0.0,0124.png,20.0,7.0,255.0,0.0,0.0,570.0,570.0,0.0,0.0,0.0,0.09660991281270981,0.0
125,125,255.0,255.0,255.0,0.0,255.0,0.0,0125.png,20.0,8.0,255.0,0.0,0.0,150.0,270.0,0.0,0.0,0.0,0.0,0.0
126,126,255.0,255.0,255.0,255.0,0.0,0.0,0126.png,20.0,3.0,0.0,0.0,0.0,30.0,270.0,0.0,0.2523612380027771,0.2523612380027771,0.2523612380027771,0.2523612380027771
127,127,255.0,255.0,255.0,255.0,0.0,0.0,0127.png,20.0,4.0,0.0,0.0,0.0,390.0,450.0,0.0,0.0,0.0,0.0,0.6455719470977783
128,128,255.0,255.0,255.0,255.0,0.0,0.0,0128.png,20.0,5.0,0.0,0.0,0.0,30.0,270.0,0.0,0.0,0.0,0.0,0.2523612380027771
129,129,255.0,255.0,255.0,255.0,0.0,0.0,0129.png,20.0,6.0,0.0,0.0,0.0,570.0,570.0,0.0,0.0,0.0,0.30034705996513367,0.30034705996513367
130,130,255.0,255.0,255.0,255.0,0.0,0.0,0130.png,20.0,7.0,0.0,0.0,0.0,150.0,570.0,0.0,0.0,0.0,0.5288472771644592,0.5288472771644592
131,131,255.0,255.0,255.0,255.0,0.0,0.0,0131.png,20.0,8.0,0.0,0.0,0.0,150.0,30.0,0.0,0.0,0.0,0.6425942778587341,0.6425942778587341
132,132,255.0,255.0,255.0,255.0,0.0,0.0,0132.png,20.0,3.0,0.0,0.0,255.0,510.0,510.0,0.0,0.0,0.0,0.0,0.0
133,133,255.0,255.0,255.0,255.0,0.0,0.0,0133.png,20.0,4.0,0.0,0.0,255.0,390.0,210.0,0.0,0.0,0.0,0.0,0.0
134,134,255.0,255.0,255.0,255.0,0.0,0.0,0134.png,20.0,5.0,0.0,0.0,255.0,30.0,330.0,0.0,0.37591680884361267,0.37591680884361267,0.0,0.0
135,135,255.0,255.0,255.0,255.0,0.0,0.0,0135.png,20.0,6.0,0.0,0.0,255.0,30.0,90.0,0.0,0.0,0.0,0.0,0.0
136,136,255.0,255.0,255.0,255.0,0.0,0.0,0136.png,20.0,7.0,0.0,0.0,255.0,510.0,150.0,0.0,0.0,0.0,0.0,0.0
137,137,255.0,255.0,255.0,255.0,0.0,0.0,0137.png,20.0,8.0,0.0,0.0,255.0,90.0,570.0,0.0,0.0,0.0,0.39834219217300415,0.0
138,138,255.0,255.0,255.0,255.0,0.0,0.0,0138.png,20.0,3.0,0.0,255.0,0.0,210.0,150.0,0.42695286870002747,0.42695286870002747,0.42695286870002747,0.0,0.0
139,139,255.0,255.0,255.0,255.0,0.0,0.0,0139.png,20.0,4.0,0.0,255.0,0.0,30.0,390.0,0.38544175028800964,0.0,0.38544175028800964,0.38544175028800964,0.0
140,140,255.0,255.0,255.0,255.0,0.0,0.0,0140.png,20.0,5.0,0.0,255.0,0.0,210.0,450.0,0.0,0.0,0.49964049458503723,0.0,0.0
141,141,255.0,255.0,255.0,255.0,0.0,0.0,0141.png,20.0,6.0,0.0,255.0,0.0,570.0,510.0,0.0,0.0,0.33237141370773315,0.33237141370773315,0.33237141370773315
142,142,255.0,255.0,255.0,255.0,0.0,0.0,0142.png,20.0,7.0,0.0,255.0,0.0,270.0,150.0,0.4619879424571991,0.0,0.0,0.0,0.0
143,143,255.0,255.0,255.0,255.0,0.0,0.0,0143.png,20.0,8.0,0.0,255.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0
144,144,0.0,0.0,255.0,0.0,0.0,0.0,0144.png,20.0,3.0,255.0,255.0,255.0,270.0,150.0,0.0,0.0,0.0,0.0,0.0
145,145,0.0,0.0,255.0,0.0,0.0,0.0,0145.png,20.0,4.0,255.0,255.0,255.0,330.0,390.0,0.0,0.0,0.0,0.0,0.0
146,146,0.0,0.0,255.0,0.0,0.0,0.0,0146.png,20.0,5.0,255.0,255.0,255.0,270.0,30.0,0.0,0.0,0.0,0.0,0.0
147,147,0.0,0.0,255.0,0.0,0.0,0.0,0147.png,20.0,6.0,255.0,255.0,255.0,30.0,150.0,0.0,0.0,0.0,0.0,0.0
148,148,0.0,0.0,255.0,0.0,0.0,0.0,0148.png,20.0,7.0,255.0,255.0,255.0,30.0,510.0,0.0,0.0,0.0,0.0,0.0
149,149,0.0,0.0,255.0,0.0,0.0,0.0,0149.png,20.0,8.0,255.0,255.0,255.0,510.0,210.0,0.0,0.0,0.0,0.0,0.0
150,150,0.0,0.0,255.0,0.0,0.0,0.0,0150.png,20.0,3.0,0.0,255.0,0.0,390.0,330.0,0.2592722475528717,0.0,0.0,0.0,0.0
151,151,0.0,0.0,255.0,0.0,0.0,0.0,0151.png,20.0,4.0,0.0,255.0,0.0,270.0,510.0,0.276008278131485,0.0,0.0,0.0,0.0
152,152,0.0,0.0,255.0,0.0,0.0,0.0,0152.png,20.0,5.0,0.0,255.0,0.0,150.0,390.0,0.2602313756942749,0.2602313756942749,0.0,0.0,0.0
153,153,0.0,0.0,255.0,0.0,0.0,0.0,0153.png,20.0,6.0,0.0,255.0,0.0,30.0,390.0,0.08961473405361176,0.0,0.0,0.0,0.0
154,154,0.0,0.0,255.0,0.0,0.0,0.0,0154.png,20.0,7.0,0.0,255.0,0.0,450.0,510.0,0.2680102586746216,0.0,0.0,0.0,0.0
155,155,0.0,0.0,255.0,0.0,0.0,0.0,0155.png,20.0,8.0,0.0,255.0,0.0,150.0,450.0,0.29385510087013245,0.0,0.0,0.0,0.0
156,156,0.0,0.0,255.0,0.0,0.0,0.0,0156.png,20.0,3.0,255.0,0.0,0.0,390.0,270.0,0.24756401777267456,0.0,0.0,0.0,0.0
157,157,0.0,0.0,255.0,0.0,0.0,0.0,0157.png,20.0,4.0,255.0,0.0,0.0,510.0,330.0,0.19151486456394196,0.0,0.0,0.0,0.0
